,oid_,state,stateabbrv,county,population,buildvalue,agrivalue,area,risk_score,risk_ratng,risk_spctl,eal_score,eal_ratng,eal_spctl,sovi_score,sovi_ratng,sovi_spctl,resl_score,resl_ratng,resl_spctl,avln_evnts,avln_risks,avln_riskr,cfld_evnts,cfld_risks,cfld_riskr,cwav_evnts,cwav_risks,cwav_riskr,drgt_evnts,drgt_risks,drgt_riskr,erqk_evnts,erqk_risks,erqk_riskr,hail_evnts,hail_risks,hail_riskr,hwav_evnts,hwav_risks,hwav_riskr,hrcn_evnts,hrcn_risks,hrcn_riskr,istm_evnts,istm_risks,istm_riskr,lnds_evnts,lnds_risks,lnds_riskr,ltng_evnts,ltng_risks,ltng_riskr,rfld_evnts,rfld_risks,rfld_riskr,swnd_evnts,swnd_risks,swnd_riskr,trnd_evnts,trnd_risks,trnd_riskr,tsun_evnts,tsun_risks,tsun_riskr,vlcn_evnts,vlcn_risks,vlcn_riskr,wfir_evnts,wfir_risks,wfir_riskr,wntw_evnts,wntw_risks,wntw_riskr,nri_ver,fulllocation,longitude,latitude
620,620,illinois,IL,edwards,6245,1.80E+09,70043001,2.25E+02,14.73114858,Very Low,7.8431373,16.03218818,Very Low,7.8431373,23.49,Relatively Low,0.362745098,64.86,Relatively High,0.235294118,NA,NA,Not Applicable,NA,NA,Not Applicable,1,32.8985,Relatively Low,77,69.61502,Relatively Low,NA,77.21921731,Relatively Low,102,49.22049,Relatively Low,4.10E+01,38.7846,Relatively Low,1,8.0753701,Very Low,31,34.87674883,Relatively Low,0,21.619017,Relatively Low,1978,16.89189189,Very Low,27,5.440662,Very Low,141,58.5109768,Relatively Low,12,25.32612154,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,0.63633471,Very Low,3.20E+01,22.621699,Very Low,23-Mar,"edwards, illinois",-89.74895,40.74557
621,621,illinois,IL,effingham,34654,9.15E+09,223759268,4.85E+02,62.42443525,Relatively Low,63.7254902,64.56205509,Relatively Low,60.7843137,21.29,Relatively Low,0.323529412,93.89,Very High,0.892156863,NA,NA,Not Applicable,NA,NA,Not Applicable,4,76.32835,Relatively Moderate,42,78.17372,Relatively Low,NA,90.55042953,Relatively Low,106,75.5011136,Relatively Low,4.40E+01,85.87337,Relatively Moderate,5,36.8775235,Very Low,53,79.48034644,Relatively Moderate,0,24.413749,Relatively Low,2032,58.33333333,Relatively Low,49,40.375437,Relatively Low,154,76.2328985,Relatively Moderate,18,67.45147948,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,29.71683105,Very Low,2.80E+01,74.801145,Relatively Moderate,23-Mar,"effingham, illinois",-88.54338,39.12004
622,622,illinois,IL,fayette,21487,5.60E+09,189170331,7.33E+02,42.5389755,Very Low,32.3529412,42.86598576,Very Low,31.372549,47.26,Relatively Moderate,0.696078431,88.54,Very High,0.784313725,NA,NA,Not Applicable,NA,NA,Not Applicable,3,59.43366,Relatively Moderate,42,61.05632,Relatively Low,NA,85.61883551,Relatively Low,128,76.6146993,Relatively Low,6.20E+01,82.91441,Relatively Moderate,5,33.1987438,Very Low,62,57.36175883,Relatively Low,0,35.849663,Relatively Low,2146,47.58687259,Relatively Low,25,17.721922,Very Low,174,35.5711104,Relatively Low,20,54.18390073,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,24.21253579,Very Low,3.20E+01,56.347439,Relatively Low,23-Mar,"fayette, illinois",-89.01793,39.06696
623,623,illinois,IL,ford,13516,4.15E+09,218793341,4.91E+02,19.85364302,Very Low,12.745098,22.50077375,Very Low,12.745098,24.28,Relatively Low,0.382352941,94.49,Very High,0.901960784,NA,NA,Not Applicable,NA,NA,Not Applicable,13,75.37385,Relatively Moderate,63,65.60611,Relatively Low,NA,58.60642698,Very Low,106,52.8794146,Relatively Low,1.90E+01,61.15177,Relatively Low,1,6.4602961,Very Low,71,37.60826116,Relatively Low,0,0,No Rating,2017,28.47490347,Relatively Low,25,2.895323,Very Low,149,62.5517022,Relatively Moderate,20,44.79796373,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,4.93159402,Very Low,3.90E+01,59.338212,Relatively Low,23-Mar,"ford, illinois",-88.20716,40.49886
624,624,illinois,IL,franklin,37777,8.65E+09,96025461,4.36E+02,75.37384664,Relatively Low,80.3921569,73.72330548,Relatively Low,78.4313726,54.71,Relatively Moderate,0.823529412,63.27,Relatively High,0.205882353,NA,NA,Not Applicable,NA,NA,Not Applicable,1,48.90232,Relatively Low,77,67.16513,Relatively Low,NA,94.55933821,Relatively Moderate,122,43.207127,Very Low,4.40E+01,89.27776,Relatively Moderate,3,36.7877972,Very Low,32,70.78614257,Relatively Moderate,0,31.866367,Relatively Low,1927,57.78635779,Relatively Low,95,66.974228,Relatively Low,146,88.1005409,Relatively High,21,74.29207763,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,6.64969774,Very Low,3.30E+01,68.405982,Relatively Moderate,23-Mar,"franklin, illinois",-90.044,39.62033
625,625,illinois,IL,fulton,33569,1.19E+10,252730348,8.92E+02,61.34266624,Relatively Low,61.7647059,65.30485918,Relatively Low,64.7058823,23.3,Relatively Low,0.352941176,75.46,Relatively High,0.421568627,NA,NA,Not Applicable,NA,NA,Not Applicable,14,84.37798,Relatively High,224,58.73369,Relatively Low,NA,76.51924913,Relatively Low,132,83.7416481,Relatively Moderate,3.70E+01,89.18231,Relatively Moderate,0,16.1507402,Very Low,88,47.1685543,Relatively Low,0,21.040797,Relatively Low,1650,57.20720721,Relatively Low,44,78.26917,Relatively Moderate,188,84.7279669,Relatively Moderate,34,72.31944003,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,5.75882914,Very Low,3.10E+01,50.238626,Relatively Low,23-Mar,"fulton, illinois",-90.15957,41.86725
626,626,illinois,IL,gallatin,4943,1.60E+09,105967738,3.31E+02,29.23958002,Very Low,22.5490196,26.30764469,Very Low,16.6666667,48.28,Relatively Moderate,0.715686275,13.88,Very Low,0.019607843,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,126,70.56952,Relatively Low,NA,81.03722558,Relatively Low,110,43.8434617,Very Low,4.30E+01,67.41966,Relatively Low,1,16.7788246,Very Low,57,16.22251832,Very Low,0,64.471571,Relatively Low,2281,15.34749035,Very Low,141,55.36112,Relatively Low,140,62.9016863,Relatively Moderate,6,31.56220172,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,0.57270124,Very Low,3.20E+01,49.665924,Relatively Low,23-Mar,"gallatin, illinois",-88.24612,37.71078
627,627,illinois,IL,greene,11985,1.36E+09,210275815,5.52E+02,12.18580974,Very Low,6.8627451,15.72268647,Very Low,6.8627451,5.44,Very Low,0.137254902,61.49,Relatively High,0.18627451,NA,NA,Not Applicable,NA,NA,Not Applicable,3.999999999,54.97932,Relatively Low,63,64.04709,Relatively Low,NA,52.72033089,Very Low,167,64.9379574,Relatively Low,5.50E+01,77.47375,Relatively Moderate,0,5.4733064,Very Low,80,38.40772818,Relatively Low,0,18.727915,Relatively Low,1901,23.84169884,Very Low,14,7.476933,Very Low,207,24.1170856,Relatively Low,15,30.98950048,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,0.15908368,Very Low,3.70E+01,12.758511,Very Low,23-Mar,"greene, illinois",-90.37484,39.40299
628,628,illinois,IL,grundy,52475,1.48E+10,155338967,4.35E+02,64.36525612,Relatively Low,65.6862745,68.7093779,Relatively Low,71.5686274,7.99,Very Low,0.18627451,99.94,Very High,1,NA,NA,Not Applicable,NA,NA,Not Applicable,15,93.76392,Relatively High,77,28.22144,Very Low,NA,66.11517658,Very Low,141,34.0757238,Very Low,1.50E+01,75.24658,Relatively Moderate,0,10.722297,Very Low,56,39.37375083,Relatively Low,0,20.077096,Relatively Low,1939,73.42342342,Relatively Moderate,32,83.805282,Relatively Moderate,196,86.4460706,Relatively Moderate,19,80.8781419,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,38.27553293,Very Low,5.30E+01,24.117086,Very Low,23-Mar,"grundy, illinois",-88.4016,41.35005
629,629,illinois,IL,hamilton,7953,3.99E+09,98945320,4.40E+02,53.38848234,Relatively Low,50,54.65800062,Relatively Low,49.0196078,31.19,Relatively Low,0.480392157,63.97,Relatively High,0.225490196,NA,NA,Not Applicable,NA,NA,Not Applicable,1,37.60738,Relatively Low,77,68.18326,Relatively Low,NA,92.10944957,Relatively Low,110,67.4832962,Relatively Low,4.20E+01,41.10722,Relatively Low,2,20.5473306,Very Low,37,54.03064624,Relatively Low,0,40.893029,Relatively Low,1910,19.59459459,Very Low,31,21.476297,Very Low,136,52.3703468,Relatively Low,15,42.85714286,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,1.78173719,Very Low,3.10E+01,41.266306,Relatively Low,23-Mar,"hamilton, illinois",-91.33904,40.39643
630,630,illinois,IL,hancock,17592,1.77E+09,367298320,8.23E+02,20.68087814,Very Low,13.7254902,24.26493346,Very Low,13.7254902,8.91,Very Low,0.196078431,60.69,Relatively High,0.156862745,NA,NA,Not Applicable,NA,NA,Not Applicable,13,77.41012,Relatively Moderate,98,86.60515,Relatively Moderate,NA,36.84377983,Very Low,125,29.6850143,Very Low,3.10E+01,77.88737,Relatively Moderate,0,9.7353073,Very Low,60,3.69753498,Very Low,1,74.42981,Relatively Low,1705,30.5019305,Relatively Low,74,36.621063,Relatively Low,162,55.2656697,Relatively Low,20,29.87591473,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,1.39993637,Very Low,3.70E+01,24.530703,Very Low,23-Mar,"hancock, illinois",-91.1353,40.38494
631,631,illinois,IL,hardin,3643,8.91E+08,32717726,1.83E+02,10.8176901,Very Low,4.9019608,11.17301145,Very Low,2.9411765,30.49,Relatively Low,0.460784314,22.15,Relatively Low,0.039215686,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,140,44.63888,Very Low,NA,68.75596564,Relatively Low,112,39.3573019,Very Low,4.20E+01,48.58416,Relatively Low,0,10.5877075,Very Low,68,8.72751499,Very Low,0,40.411179,Relatively Low,2357,19.65894466,Very Low,49,26.980592,Very Low,145,40.8526885,Relatively Low,4,29.20776328,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,1.65447025,Very Low,3.70E+01,62.647152,Relatively Moderate,23-Mar,"hardin, illinois",-90.6179,39.15671
632,632,illinois,IL,henderson,6382,9.06E+08,140300460,3.99E+02,9.92682151,Very Low,3.9215686,13.40142371,Very Low,4.9019608,2.71,Very Low,0.088235294,47.39,Relatively Moderate,0.078431373,NA,NA,Not Applicable,NA,NA,Not Applicable,13,57.58829,Relatively Low,224,83.58256,Relatively Moderate,NA,23.35348393,Very Low,136,60.6426981,Relatively Low,3.10E+01,60.96087,Relatively Low,0,2.1982952,Very Low,34,8.3610926,Very Low,0,21.297783,Relatively Low,1618,11.80823681,Very Low,49,27.235126,Very Low,189,39.5163856,Relatively Low,12,21.92173083,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,1.04995228,Very Low,4.80E+01,24.244353,Very Low,23-Mar,"henderson, illinois",-90.35624,41.02504
633,633,illinois,IL,henry,49270,1.06E+10,404837925,8.34E+02,66.94241171,Relatively Low,68.627451,71.06159084,Relatively Low,74.5098039,11.68,Very Low,0.235294118,83.29,Very High,0.617647059,NA,NA,Not Applicable,NA,NA,Not Applicable,17,89.34139,Relatively High,231,93.82755,Relatively Moderate,NA,56.95195673,Very Low,133,61.3108495,Relatively Low,2.40E+01,74.06936,Relatively Moderate,0,7.8510543,Very Low,48,43.33777482,Relatively Low,0,16.19017,Relatively Low,1452,30.08365508,Relatively Low,49,78.937321,Relatively Moderate,207,97.0092269,Relatively High,38,72.28762329,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,15.0174992,Very Low,6.50E+01,64.906141,Relatively Moderate,23-Mar,"henry, illinois",-89.35648,41.11142
634,634,illinois,IL,iroquois,27072,8.75E+09,482278154,1.13E+03,44.47979637,Very Low,38.2352941,44.28969359,Very Low,35.2941176,38.13,Relatively Low,0.539215686,71.67,Relatively High,0.323529412,NA,NA,Not Applicable,NA,NA,Not Applicable,13,87.97327,Relatively High,49,16.19472,Very Low,NA,71.14222081,Relatively Low,110,53.7702832,Relatively Low,1.90E+01,71.96946,Relatively Moderate,2,25.7514581,Very Low,66,34.01065956,Relatively Low,0,2.120141,Very Low,1946,58.78378378,Relatively Low,30,71.237671,Relatively Low,153,67.5787464,Relatively Moderate,36,60.38816417,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,8.62233535,Very Low,3.90E+01,13.713013,Very Low,23-Mar,"iroquois, illinois",-87.58197,40.82754
635,635,illinois,IL,jackson,52912,1.19E+10,99983182,6.08E+02,84.5370665,Relatively Moderate,88.2352941,82.51315382,Relatively Low,85.2941177,78.9,Relatively High,0.980392157,56.65,Relatively Moderate,0.137254902,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,77,65.73338,Relatively Low,NA,96.2456252,Relatively Moderate,140,75.2465797,Relatively Low,4.40E+01,93.63665,Relatively Moderate,2,37.6401974,Very Low,46,54.39706862,Relatively Low,0,37.134597,Relatively Low,2023,81.72458172,Relatively Moderate,153,77.823735,Relatively Moderate,156,95.1956729,Relatively High,34,70.66496977,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,7.82691696,Very Low,3.20E+01,69.965002,Relatively Moderate,23-Mar,"jackson, illinois",-89.3227,37.72183
636,636,illinois,IL,jasper,9278,3.50E+09,190274285,5.03E+02,32.73942094,Very Low,26.4705882,35.40699474,Very Low,25.4901961,21.58,Relatively Low,0.333333333,77.56,Relatively High,0.460784314,NA,NA,Not Applicable,NA,NA,Not Applicable,4,55.61565,Relatively Low,42,78.96914,Relatively Low,NA,79.73273942,Relatively Low,97,54.5020681,Relatively Low,4.40E+01,70.37862,Relatively Low,2,24.2261104,Very Low,43,58.12791472,Relatively Low,0,28.878895,Relatively Low,1933,21.17117117,Very Low,42,15.049316,Very Low,142,82.7235126,Relatively Moderate,13,34.5847916,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,11.54947502,Very Low,2.90E+01,43.048043,Relatively Low,23-Mar,"jasper, illinois",-88.09008,39.0555
637,637,illinois,IL,jefferson,37082,1.22E+10,108517034,5.90E+02,82.27807827,Relatively Low,85.2941177,80.84184463,Relatively Low,84.3137255,71.74,Relatively High,0.950980392,78.68,Relatively High,0.480392157,NA,NA,Not Applicable,NA,NA,Not Applicable,1,69.7741,Relatively Moderate,42,68.72415,Relatively Low,NA,95.92745784,Relatively Moderate,123,34.6802418,Very Low,4.30E+01,83.58256,Relatively Moderate,3,37.8645132,Very Low,32,25.98267821,Very Low,0,43.591391,Relatively Low,2000,58.52638353,Relatively Low,38,55.074769,Relatively Low,151,95.8320076,Relatively High,28,79.47820554,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,16.60833598,Very Low,3.30E+01,61.215399,Relatively Moderate,23-Mar,"jefferson, illinois",-88.8647,38.22673
638,638,illinois,IL,jersey,21501,2.49E+09,94131802,3.81E+02,25.77155584,Very Low,19.6078431,32.12627669,Very Low,21.5686275,3.41,Very Low,0.107843137,80.68,Very High,0.558823529,NA,NA,Not Applicable,NA,NA,Not Applicable,4,59.21094,Relatively Moderate,63,53.6112,Relatively Low,NA,68.53324849,Relatively Low,186,75.4056634,Relatively Low,7.50E+01,79.89182,Relatively Moderate,0,1.2113055,Very Low,77,47.90139907,Relatively Low,0,18.888532,Relatively Low,1862,48.39124839,Relatively Low,31,32.389437,Very Low,214,36.3347121,Relatively Low,13,45.11613108,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,1.27266942,Very Low,4.00E+01,39.802736,Relatively Low,23-Mar,"jersey, illinois",-90.32845,39.12005
639,639,illinois,IL,jo daviess,22021,8.88E+09,174242780,6.25E+02,44.44797964,Very Low,37.254902,49.05601981,Very Low,41.1764706,8.94,Very Low,0.205882353,60.79,Relatively High,0.166666667,NA,NA,Not Applicable,NA,NA,Not Applicable,24,84.28253,Relatively High,273,77.3783,Relatively Low,NA,27.74419345,Very Low,131,50.1431753,Relatively Low,1.80E+01,56.72924,Relatively Low,2,10.0044863,Very Low,55,78.08127915,Relatively Moderate,0,25.313203,Relatively Low,1446,41.92406692,Relatively Low,39,64.42889,Relatively Low,185,80.2418072,Relatively Moderate,16,65.79700923,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,31.94400255,Very Low,7.70E+01,50.079542,Relatively Low,23-Mar,"jo daviess, illinois",-90.22447,42.31488
640,640,illinois,IL,johnson,13301,3.19E+09,20837284,3.52E+02,50.46134267,Relatively Low,46.0784314,52.67718972,Relatively Low,46.0784314,29.12,Relatively Low,0.450980392,32.59,Relatively Low,0.058823529,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,77,65.25612,Relatively Low,NA,90.86859688,Relatively Low,118,74.610245,Relatively Low,4.30E+01,36.6847,Relatively Low,3,26.4692687,Very Low,62,16.55562958,Very Low,0,25.538066,Relatively Low,2267,42.5032175,Relatively Low,21,28.730512,Very Low,138,65.8924594,Relatively Moderate,16,45.21158129,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,1.46356984,Very Low,3.40E+01,77.219217,Relatively Moderate,23-Mar,"johnson, illinois",-88.90306,37.42038
641,641,illinois,IL,kane,516173,1.10E+11,207916361,5.29E+02,90.04136176,Relatively Moderate,93.1372549,90.99350046,Relatively Moderate,94.1176471,49.4,Relatively Moderate,0.725490196,69.89,Relatively High,0.303921569,NA,NA,Not Applicable,NA,NA,Not Applicable,21.07539178,96.02291,Relatively High,210,42.66624,Very Low,NA,85.42793509,Relatively Low,163,36.2074451,Very Low,1.21E+01,92.49125,Relatively Moderate,0,36.1597129,Very Low,37,75.14990007,Relatively Moderate,0,82.846129,Relatively Moderate,1461,92.05276705,Relatively High,45,87.846007,Relatively Moderate,222,87.1460388,Relatively Moderate,23,98.82278078,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,49.63410754,Very Low,5.83E+01,79.191855,Relatively Moderate,23-Mar,"kane, illinois",-90.35373,39.19005
642,642,illinois,IL,kankakee,107359,2.73E+10,253579244,6.88E+02,71.17403754,Relatively Low,74.5098039,69.79263386,Relatively Low,73.5294118,69.7,Relatively High,0.941176471,85.96,Very High,0.715686275,NA,NA,Not Applicable,NA,NA,Not Applicable,14,97.61374,Very High,28,22.049,Very Low,NA,79.63728921,Relatively Low,127,78.332803,Relatively Low,1.70E+01,88.92778,Relatively Moderate,0,29.8340063,Very Low,55,54.06395736,Relatively Low,0,51.268872,Relatively Low,1833,49.38867439,Relatively Low,37,69.424117,Relatively Low,180,82.9780464,Relatively Moderate,42,85.33248489,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,37.25739739,Very Low,3.80E+01,34.330258,Relatively Low,23-Mar,"kankakee, illinois",-87.86115,41.12003
643,643,illinois,IL,kendall,131852,3.19E+10,116562277,3.25E+02,73.56029271,Relatively Low,78.4313726,78.24203033,Relatively Low,82.3529412,12.22,Very Low,0.245098039,97.68,Very High,0.980392157,NA,NA,Not Applicable,NA,NA,Not Applicable,17,96.69106,Very High,203,33.24849,Very Low,NA,70.53770283,Relatively Low,153,36.4301623,Very Low,1.30E+01,87.40057,Relatively Moderate,0,16.4199192,Very Low,63,54.93004664,Relatively Low,0,16.511404,Relatively Low,1606,82.59330759,Relatively Moderate,24,41.648107,Relatively Low,206,70.8558702,Relatively Moderate,15,92.87305122,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,35.95291123,Very Low,5.40E+01,40.852689,Relatively Low,23-Mar,"kendall, illinois",-88.44039,41.5507
644,644,illinois,IL,knox,49886,5.51E+09,326239099,7.27E+02,57.30194082,Relatively Low,57.8431372,56.94831322,Relatively Low,53.9215686,64.23,Relatively High,0.901960784,65.72,Relatively High,0.245098039,NA,NA,Not Applicable,NA,NA,Not Applicable,17,90.70951,Relatively High,238,63.1244,Relatively Low,NA,54.91568565,Very Low,136,87.368756,Relatively Moderate,3.50E+01,81.48266,Relatively Moderate,0,11.1709287,Very Low,62,74.4170553,Relatively Moderate,0,17.346611,Relatively Low,1463,64.54311454,Relatively Low,36,40.120904,Relatively Low,201,93.0639516,Relatively High,24,67.32421254,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,1.33630289,Very Low,3.90E+01,44.670697,Relatively Low,23-Mar,"knox, illinois",-90.25485,40.9342
645,645,illinois,IL,lake,713483,1.65E+11,44806894,1.38E+03,93.73210309,Relatively Moderate,98.0392157,94.05756732,Relatively Moderate,97.0588235,46.63,Relatively Moderate,0.68627451,79.57,Relatively High,0.519607843,NA,NA,Not Applicable,NA,39.23541,Very Low,15.05731014,99.87273,Very High,287,28.41234,Very Low,NA,84.34616608,Relatively Low,50,30.5758829,Very Low,1.21E+01,96.37289,Relatively High,1,34.9484074,Very Low,11,78.64756829,Relatively Moderate,1,79.441054,Relatively Moderate,405,94.81981982,Relatively High,49,91.473115,Relatively Moderate,65,99.3636653,Very High,14,99.1091314,Very High,NA,NA,Insufficient Data,NA,NA,Not Applicable,NA,59.05186128,Very Low,7.42E+01,88.323258,Relatively High,23-Mar,"lake, illinois",-87.61864,42.29046
646,646,illinois,IL,lasalle,109558,3.09E+10,425537142,1.16E+03,75.43748011,Relatively Low,81.372549,75.73506654,Relatively Low,80.3921569,38.26,Relatively Low,0.549019608,91.85,Very High,0.862745098,NA,NA,Not Applicable,NA,NA,Not Applicable,15,96.59561,Very High,252,53.67483,Relatively Low,NA,80.59179128,Relatively Low,141,67.1651289,Relatively Low,1.50E+01,54.24753,Relatively Low,0,31.3144908,Very Low,48,52.5649567,Relatively Low,0,82.814006,Relatively Moderate,1673,86.35778636,Relatively Moderate,50,91.823099,Relatively Moderate,197,91.7276487,Relatively High,51,84.34616608,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,31.21221763,Very Low,5.40E+01,54.342984,Relatively Low,23-Mar,"lasalle, illinois",-89.04182,41.36215
647,647,illinois,IL,lawrence,15271,3.53E+09,179348110,3.78E+02,47.05695196,Very Low,42.1568628,47.13710925,Very Low,38.2352941,48.06,Relatively Moderate,0.705882353,50.1,Relatively Moderate,0.098039216,NA,NA,Not Applicable,NA,NA,Not Applicable,2,50.90678,Relatively Low,77,84.91887,Relatively Moderate,NA,83.74164811,Relatively Low,102,58.9564111,Relatively Low,4.40E+01,78.81005,Relatively Moderate,1,10.4082548,Very Low,30,50.63291139,Relatively Low,0,44.426598,Relatively Low,2117,36.74388674,Relatively Low,35,71.142221,Relatively Low,141,66.2106268,Relatively Moderate,9,44.67069679,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,0.25453389,Very Low,2.20E+01,55.774738,Relatively Low,23-Mar,"lawrence, illinois",-87.77633,38.71575
648,648,illinois,IL,lee,34125,9.85E+09,319803600,7.36E+02,57.49284123,Relatively Low,58.8235294,58.99102445,Relatively Low,56.8627451,31.89,Relatively Low,0.490196078,84.63,Very High,0.676470588,NA,NA,Not Applicable,NA,NA,Not Applicable,20,88.92778,Relatively High,301,93.38212,Relatively Moderate,NA,50.65224308,Very Low,141,92.4912504,Relatively Moderate,1.20E+01,58.60643,Relatively Low,0,12.9205922,Very Low,38,77.98134577,Relatively Moderate,0,40.025699,Relatively Low,1617,62.80566281,Relatively Low,23,52.593064,Relatively Low,207,64.4288896,Relatively Moderate,27,72.86032453,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,20.61724467,Very Low,5.90E+01,58.765511,Relatively Low,23-Mar,"lee, illinois",-88.94148,41.79503
